Location ID,Location,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
MS-135,Tallahatchie County,44.2,51.4,52.2,62.6,73.8,77.3,81,81.5,82.3,65.2,48.9,49
MS-137,Tate County,42.5,49.1,50.6,61.1,73.1,76.5,80.1,80.4,80.8,62.7,46.2,47.4
MS-139,Tippah County,40.9,48.2,48.7,61,71.7,75.6,79.6,78.9,78.4,61.5,45.6,46.4
MS-141,Tishomingo County,41.3,48.6,48.7,61.1,71.6,75.4,79.8,78.9,78.2,62.1,45.9,47.3
MS-143,Tunica County,42.8,49,50.4,62,73.4,77.4,80.7,80.8,81.4,63.3,47.2,47.9
MS-145,Union County,42.1,49.9,50.5,61.6,72.7,76.5,80,80.1,79.9,63.2,46.8,47.6
MS-147,Walthall County,49.6,59.8,58.1,64.4,75.8,79.4,80.9,81.6,81.2,69.5,53.4,53.6
MS-149,Warren County,47.8,56.7,56.1,64.4,74.8,78.5,81,82.7,82.4,68.5,50.9,50.4
MS-151,Washington County,45.7,52.3,54.2,63.1,74.9,78.2,81.2,82.9,83.1,65.4,50.3,49.9
MS-153,Wayne County,48.4,58.7,57.5,63.3,74.7,78.9,81.1,81.5,80.4,68.8,52.1,52.8
MS-155,Webster County,43.9,51.9,52,61.2,73.2,77.5,80.3,80.6,80.7,65.1,47.8,48.4
MS-157,Wilkinson County,49.3,58.4,58,64.6,75.6,79.2,80.9,82.8,81.5,69.3,53.9,53.3
MS-159,Winston County,45.3,53.7,53.5,62.4,73.4,77.8,80.2,80.8,80.6,64.8,48.6,49.9
MS-161,Yalobusha County,43.4,51.6,51.9,61.4,73.4,77,80.3,80.9,81.1,64.5,47.5,47.9
MS-163,Yazoo County,47.5,55.4,55.7,64,75.2,78.9,81.6,82.8,83,67.3,51.3,51.4
MO-001,Adair County,24.7,24.8,36.4,53.5,60.6,70.9,77.6,72.5,71.9,50.2,36.8,35
MO-003,Andrew County,25.9,23,36.6,54.7,60.6,72.4,77.2,73.7,72.4,50.5,37.8,35.4
MO-005,Atchison County,24.9,19.9,35.6,54.4,60.5,72.5,77.2,73.5,72.4,50.1,37.8,33.8
MO-007,Audrain County,28.1,29.5,39.4,55.4,63.4,72,77.6,73.6,73.7,52.6,38.9,37.4
MO-009,Barry County,35,39,43.5,58.2,65.7,72.1,76.6,76.5,76.3,55.7,42.9,42
MO-011,Barton County,33,35,42.5,57.8,65,72.9,77.8,76.5,76.7,55.2,42.6,40.2
MO-013,Bates County,31.4,32.9,41.6,57.9,64.5,73.2,77.7,76.5,75.9,54,41.3,39.2
MO-015,Benton County,31.8,33,41.6,57.7,64.6,72.4,77.5,75.8,75,53.6,41.1,39.8
MO-017,Bollinger County,34.3,39.2,42.7,56.8,67.2,72.6,78.1,76.6,75.8,57.1,39.9,40.8
MO-019,Boone County,29.4,30.8,40.8,57,64.4,72.8,78.1,75.1,74.6,53,40.4,38.2
MO-021,Buchanan County,26.9,25.2,37.9,55.5,61.6,72.7,77.5,74.6,73.5,50.6,38.8,36.2
MO-023,Butler County,36.6,41.2,44.8,58.4,68.6,74.3,79.3,78.4,77.1,58.8,42.6,42.2
MO-025,Caldwell County,26.7,25.5,37.4,55.1,61.5,72.7,77.4,73.7,73.2,51.6,36.9,34.9
MO-027,Callaway County,29.6,32.1,41,57.1,64.4,72.6,78.1,75.4,74.8,53.5,40.6,38.6
MO-029,Camden County,33.6,35.6,43,58.7,66.5,73,78.5,77.4,77,56.2,42.8,41.1
MO-031,Cape Girardeau County,34.8,39.6,43.1,57.2,67.9,73.6,78.9,77,76.4,57.2,40.1,41.1
MO-033,Carroll County,27.7,27.4,38.5,55.5,62.2,72.8,78,74.2,73.5,52,38.3,36.1
MO-035,Carter County,35.9,39.8,43.3,58.1,66.8,72.3,77.6,76.4,76,57.9,41.3,41.5
MO-037,Cass County,30,30.8,41.4,57.4,63.8,73.2,77.3,75.5,74.9,52.5,41.2,37.9
MO-039,Cedar County,33.6,35.2,42.4,58.2,65.6,73,78,76.7,76.8,55,42.4,40.8
MO-041,Chariton County,27.6,28.1,39.2,56,63,72.9,78.4,74.2,73.8,52.3,38.4,36.6
MO-043,Christian County,33.9,37.5,42.3,58,65.4,71.7,76.9,76.1,76.2,55.1,42.3,41.1
MO-045,Clark County,24.1,24.3,36.5,52.5,60.4,71.1,78,72.6,71.3,51,36.3,34.9
MO-047,Clay County,28.3,28.2,40,56,62.6,72.9,77.5,74.9,74.6,51.2,39.6,36.6
MO-049,Clinton County,26.9,25.5,37.6,54.9,61.3,72,76.9,73.5,73.2,50.6,37.8,35.4
MO-051,Cole County,31.5,33.8,42,58.2,64.9,72.9,78.8,76.7,75.7,55,41.4,40.4
MO-053,Cooper County,29.6,30.9,40.5,56.6,63.6,72.3,77.9,75.2,74.4,53.1,40.3,38.5
MO-055,Crawford County,31.8,35.2,40.9,56.5,64.9,70.5,75.9,73.9,73.9,54.6,39.7,39.8
MO-057,Dade County,33.8,36.3,42.5,57.9,65.5,72.7,78.1,76.7,76.6,55,42.8,40.9
MO-059,Dallas County,32.6,35.2,41.2,57.2,65.6,71.8,77,75.9,76.2,54.6,41.4,40.3
MO-061,Daviess County,25,23.6,36.2,54.3,60.6,72.2,77.6,73.4,72.6,51,36.5,34.4
MO-063,DeKalb County,25.4,23.3,36.1,54.2,60.3,71.8,77,73,72.2,50.4,36.6,34.8
MO-065,Dent County,32.7,36,41.3,56.7,64.5,69.9,75.5,74,73.8,55.1,39.6,39.7
MO-067,Douglas County,34.5,38.2,42.7,58.6,65.5,71.8,76.5,75.8,75.8,55.1,41.8,41.1
MO-069,Dunklin County,38.6,44,47.2,60,70.6,76,79.8,79.1,78.4,60.7,43.9,43.6
MO-071,Franklin County,31.2,34.5,41.1,56.6,66.1,72.1,77.8,75.3,74.7,54.9,40,39.3
MO-073,Gasconade County,31,34.3,41.1,56.3,65.6,72,77.6,75.3,74.4,54.4,40.2,39.4
MO-075,Gentry County,24.8,21.9,35.8,53.8,60,72,77.3,72.9,71.9,50.4,36.8,34.4
MO-077,Greene County,33.7,36.9,42.3,58,65.6,71.9,77.1,76.2,76.6,54.6,42.4,40.6
MO-079,Grundy County,24.7,23.9,36.5,54.2,60.7,71.9,77.7,73.2,72.4,50.2,37.2,34.5
MO-081,Harrison County,23.9,21.6,35.5,53.6,59.4,71.5,77.2,72.7,71.8,50,36.5,34.1
MO-083,Henry County,31.5,33.1,41.3,58,64.9,73.2,77.6,76.1,75.6,53.8,41.1,39.1
MO-085,Hickory County,33.3,34.6,41.7,57.8,65.3,72.3,77.5,76.2,76,54.4,41.8,40.3
MO-087,Holt County,25.9,22.2,36.9,55.2,61.1,73,77.5,74.2,73.1,50.6,38.5,35.2
MO-089,Howard County,29.3,30,40.5,56.6,63.7,73,78.4,74.9,74.4,53,39.8,37.8
MO-091,Howell County,35.4,39.9,43.5,59,66.1,72.1,76.7,76.4,75.9,56.5,42.2,41.3
MO-093,Iron County,32.4,36.6,41,56.3,65,70,75.4,74,73.9,55.7,38.8,39.7
MO-095,Jackson County,29.1,29.5,40.9,56.9,63.2,73.4,77.5,75.5,74.8,52.2,40.2,37.2
MO-097,Jasper County,34.4,36.9,43.7,58.4,65.7,73.4,78,77.1,77.3,55.5,43.8,41.2
MO-099,Jefferson County,32.1,35.7,42.3,57.5,67.1,72.6,78.8,76.3,75.9,56.8,40.9,40
MO-101,Johnson County,30.1,31.3,40.5,57.1,64,73,77.7,75.3,74.7,53,40.5,37.8
MO-103,Knox County,24.2,24.8,36.2,53.1,60.8,71.1,77.7,72.5,71.7,50.6,36.5,35
MO-105,Laclede County,33.6,36.9,42.2,58.1,66.5,72.4,77.7,76.4,76.6,55.8,42.4,41
MO-107,Lafayette County,29.2,29.1,39.7,56.3,63,72.9,77.8,75.1,74.1,52.6,39.4,37.1
MO-109,Lawrence County,33.9,37.4,43,57.7,65.3,72,77,76.3,76.1,55,42.8,41.2
MO-111,Lewis County,24.8,25.6,36.7,53.1,61.5,71.7,78.3,73,72.2,51.9,36.6,35.7
MO-113,Lincoln County,28.4,31.5,39.6,55,64.9,72.6,78.4,74.6,74.4,54.5,38.9,38.2
MO-115,Linn County,25.6,25.6,37.3,54.6,61.6,72.1,77.8,73.2,72.7,50.8,37.5,35
MO-117,Livingston County,26,25.5,37.4,54.9,61.7,72.8,78,73.8,73.2,50.9,37.6,34.8
MO-119,McDonald County,36,40.4,45.4,59.5,66.7,73.8,78,77.6,77.9,57.1,44.9,42.9
MO-121,Macon County,26.2,26.8,38.2,54.9,62.3,71.8,78,72.9,72.5,51.6,37.6,36.3
MO-123,Madison County,32.8,37.4,41.4,56.2,65.9,71,76.7,75.3,74.6,56.3,38.8,39.9
MO-125,Maries County,32.5,35.8,42.1,57.8,65.8,72.3,77.9,76.1,75.5,55.3,42,41
MO-127,Marion County,25.7,27.1,37.3,53.6,62.3,71.8,78.3,73.4,73.2,52.6,37.5,37
MO-129,Mercer County,23.5,21.8,35,53,59.1,70.5,76.7,71.8,71.3,49.2,36.4,33.5
MO-131,Miller County,33.2,35.7,42.8,58.8,66.1,72.9,78.8,77.4,76.8,56.2,42.6,41.2
MO-133,Mississippi County,37.1,42.4,45.6,58.6,69.9,74.8,78.6,77.8,77,59.9,42.3,42.4
MO-135,Moniteau County,30.5,32.4,41,57.4,64.5,72.4,78.2,76,75,54,40.5,39.4
MO-137,Monroe County,27.4,28,39.2,55,62.8,72.2,77.9,73.5,73.5,52.4,38.3,37.6
MO-139,Montgomery County,28.8,32.3,39.8,55.3,64.8,72.2,78,74.4,74.3,54.1,39.1,38.7
MO-141,Morgan County,30.9,32.6,41.1,57.3,64.3,71.9,77.7,76.1,75.1,54,40.5,39.6
MO-143,New Madrid County,37.8,43.4,46.3,59.2,69.9,75,78.7,78.3,77.6,60.8,42.8,42.3
MO-145,Newton County,35.6,39.2,45,59,66.2,73.6,77.9,77.4,77.7,56.7,44.8,42.3
MO-147,Nodaway County,25.1,20.6,35.6,53.8,60.1,72.2,77.1,72.8,71.9,50.4,37.3,34.2
MO-149,Oregon County,36.2,41.4,44.5,59.4,67.4,73,77.7,77.1,76.3,57.6,42.5,42.1
MO-151,Osage County,31.4,34.4,42.1,57.4,65.3,72.7,78.4,76.3,75.2,54.8,41.4,40.2
MO-153,Ozark County,35.7,39.7,43.9,59,66.2,72.6,76.8,76.4,76,55.8,42.6,41.8
MO-155,Pemiscot County,38.7,44.7,47.7,60.4,71,76.3,79.4,79.1,78.7,61.2,44.5,43.8
MO-157,Perry County,33.4,38,42.5,56.4,67.2,72.6,78.2,76.4,75.6,56.8,39,39.8
MO-159,Pettis County,29.8,31,40.2,56.2,63.1,71.8,77.2,74.9,74.3,52.8,40.4,38.7
MO-161,Phelps County,32.9,36.6,42,57.6,65.7,71.6,77.2,75.4,75.2,55.4,41.4,40.8
MO-163,Pike County,27.8,29.7,38.6,54.3,63.6,72,77.8,73.7,73.6,53.6,38.2,37.3
MO-165,Platte County,28.1,27.6,39.8,56.2,62.8,73.3,77.8,75.3,74.7,51.1,40.1,37
MO-167,Polk County,33.5,35.9,42,57.8,65.7,72.2,77.6,76.5,76.6,54.8,42,40.5
MO-169,Pulaski County,34.1,37.7,43,58.8,67.2,73.1,78.6,77,76.8,56.5,43.1,41.6
MO-171,Putnam County,23.5,22.9,34.8,52.9,59.4,70.8,76.5,71.4,70.8,48.8,35.4,33.2
MO-173,Ralls County,27,28.5,38,53.8,62.9,71.6,77.9,73.5,73.4,53,38.2,37.6
MO-175,Randolph County,28.6,28.9,40.5,56.1,63.5,72.8,78.1,74,73.7,52.5,39.2,37.6
MO-177,Ray County,28.1,27.6,39,55.8,62.3,72.8,77.5,74.5,73.8,52,38.4,36.1
MO-179,Reynolds County,33.9,37.6,41.7,57,65.3,70.5,76,74.6,74.6,56.6,39.6,40.2
MO-181,Ripley County,36.4,41,44.7,58.5,68,73.6,78.7,77.6,76.6,58,42.2,42
MO-183,St. Charles County,30.3,33.6,41.2,56.6,66.2,73,79,75.8,75.3,55.4,39.9,39.1
MO-185,St. Clair County,32.5,33.8,41.6,58.1,65,73,77.9,76.6,76.2,54.2,41.6,40.2
MO-186,Ste. Genevieve County,32.5,37.2,42.3,57,67,72.3,78.2,76.4,75.6,56.6,39.1,39.6
MO-187,St. Francois County,32,36.6,41.5,56.5,65.8,71,76.8,75.2,74.7,55.7,39.1,39.6
MO-189,St. Louis County,30.9,34.3,41.8,57.2,66.8,73.3,79.4,76.4,75.9,56.3,40.5,39.3
MO-195,Saline County,29.3,29.5,39.7,56.2,63.2,72.7,78.2,75,74.3,53,39.5,37.7
MO-197,Schuyler County,23.9,23.6,35.7,52.7,59.8,70.7,77.1,72.1,71.4,49.8,36.1,34
MO-199,Scotland County,23.7,23.5,35.9,52.4,59.9,70.6,77.4,72.2,71.2,49.9,36.2,34.2
MO-201,Scott County,36.3,41.5,45,58.4,69.2,74.6,79.2,78,76.9,58.6,42,42.2
MO-203,Shannon County,34.8,38.9,42.9,58.6,66.1,71.6,76.8,76.1,75.6,56.8,41.3,41.3
MO-205,Shelby County,25.1,26,37.2,53.9,61.7,71.6,77.8,72.8,72.5,51.5,36.8,36.2
MO-207,Stoddard County,36.6,42,45.1,58.6,68.9,74.3,79.1,78.2,77,59.3,42.4,42.1
MO-209,Stone County,34.7,38.7,43,58.5,66.2,72.5,77.4,77,76.7,55.9,42.8,42
MO-211,Sullivan County,24.3,24,35.7,53.6,60.2,71.1,77.2,72.3,71.8,49.5,36.5,34.1
MO-213,Taney County,35.1,39.2,43.4,58.9,66.4,72.9,77.5,77,76.7,56.4,43.2,42.2
MO-215,Texas County,33.7,37.6,42,58,65.2,70.9,76.1,75.2,74.8,55.3,41,40.5
MO-217,Vernon County,32.4,33.8,42,57.7,64.8,72.8,77.5,76.2,76.1,54.5,41.3,40
MO-219,Warren County,29.7,33.8,40.6,55.7,65.6,72.3,78.3,75,74.7,54.8,39.6,39.4
MO-221,Washington County,31.8,35.7,41.1,56.8,65.6,70.6,76,74.1,74.2,55.6,39.4,40
MO-223,Wayne County,34.9,39.5,42.8,57.2,66.8,72.2,77.7,76.5,75.8,57.8,40.9,41.1
MO-225,Webster County,33,36.4,41.2,57.3,64.9,70.9,76,75.2,75.6,54.1,41.1,40
MO-227,Worth County,24,20.2,35.2,53.3,59.5,71.6,77.1,72.5,71.6,50.1,36.5,33.9
MO-229,Wright County,33.4,37.1,41.6,57.8,65,71.1,76,75.2,75.3,54.6,41,40.4
MO-510,St. Louis City,30.9,34.6,41.9,57.3,67.2,73.8,79.7,76.8,76.1,56.6,40.5,39.4
MT-001,Beaverhead County,22.2,14.6,23.4,37,43.4,51.5,59.4,59.8,50.2,30.2,28.4,21.2
MT-003,Big Horn County,27.2,9.4,27.4,44,48.2,60.9,68.1,67.8,58.4,37.4,32.9,29.3
MT-005,Blaine County,24.6,-3.3,24.2,43.1,48.7,60.8,66.5,65.9,55.9,36.9,26.9,24.1
MT-007,Broadwater County,26.4,10.1,24.8,41.3,48.3,57.5,64.4,64.5,54.7,35.1,30.6,28.2
MT-009,Carbon County,25.6,11.3,26.6,41,45.5,57.3,64.3,64.6,55.4,34.6,31,28.4
MT-011,Carter County,23.7,4.8,23,43.8,47.2,62.2,69.4,67.8,60.1,37.1,30.8,25
MT-013,Cascade County,28,1.8,23.8,41.4,47.4,57.8,64,64.5,54.4,35,29.9,30.1
MT-015,Chouteau County,26.2,-1.9,23.6,43.5,49.3,60.2,66.4,66.4,56.4,35.9,29.1,27.4
MT-017,Custer County,25.4,3.6,25.1,45.7,49.5,63.1,70.8,69.7,60.3,38.6,30.9,25.6
MT-019,Daniels County,16.3,-7.9,20.2,41.8,48.2,61.3,65.3,63.2,54.9,35.6,24.2,16
MT-021,Dawson County,20.4,-1.7,23.8,44.4,49,63.1,69,67.7,58.2,38.7,29.4,23
MT-023,Deer Lodge County,23.3,15,23.9,37,44.1,51.8,58.7,59.4,49.5,30.7,29,24
MT-025,Fallon County,22.8,1.4,23.6,43.9,47.5,62.2,69.3,67.6,58.9,37.3,29.4,24
MT-027,Fergus County,27.9,3.3,26.5,43.1,47.9,59.6,66.2,65.9,55.4,36.1,29.5,28.5
MT-029,Flathead County,25.8,10.2,27.3,38.8,47.8,54.4,59.8,60.6,50.7,33.9,28.6,28.7
MT-031,Gallatin County,23.3,12.7,22.5,38.5,44.9,53.7,61,61.1,52,31.7,28.4,24.2
MT-033,Garfield County,24.2,-0.7,25.4,44.5,49,62.4,69.7,68.2,57.5,37.5,29.9,26
MT-035,Glacier County,26.6,0.1,24.4,38.3,45.4,54.5,59.8,60.3,50.5,33.1,27,27.3
MT-037,Golden Valley County,27.4,6.1,25.8,42.6,47.1,59,65.2,65.3,55.6,35.9,31.8,29.4
MT-039,Granite County,26,14.6,26.7,37.6,45.6,52.9,59.1,60,49,31.7,29.2,26.2
MT-041,Hill County,22.4,-6.2,21.7,43,48.9,60,66.2,65.6,55.2,35,25.6,22.3
MT-043,Jefferson County,26.6,11.4,26.3,39.5,46.4,55.4,62.2,62.6,52.4,33.4,30,26.7
MT-045,Judith Basin County,27.7,6.8,26,39.4,45.1,55.3,61.7,62,52.1,33.1,29.8,28.1
MT-047,Lake County,27.6,16.1,29.8,42.3,51.6,58,63.8,65,54.1,36.4,31.8,30.9
MT-049,Lewis and Clark County,26.7,6,25.6,39.5,45.6,55.1,61.4,61.8,51.6,33.6,29,29
MT-051,Liberty County,23.9,-5.1,22.2,42.3,48.3,58.6,64.7,64.5,54.1,33.8,27.5,23.8
MT-053,Lincoln County,27.1,15.4,31,41,50.7,56.4,61.4,62.8,52.1,36,30.6,28.8
MT-055,McCone County,21,-3.3,23.7,44.6,50.1,63.5,69.2,67.7,58.1,38.2,28.6,22.2
MT-057,Madison County,24.3,14.8,25,38.6,44.8,53.1,60.7,60.9,51.5,31.8,29.3,23.6
MT-059,Meagher County,25.8,9.8,26.3,37.7,44.6,54,60.8,60.8,50.7,31.8,29,26.5
MT-061,Mineral County,27.9,18.1,30.6,40.1,50,55.6,62.2,63.3,52.2,34.9,31.8,28.7
MT-063,Missoula County,26.1,15.2,28,40,48.7,55.1,61.3,62.6,52.2,34.1,30.4,28
MT-065,Musselshell County,27.5,4.3,26.4,44.5,48.5,61.5,68.1,68,57.2,37.4,32.3,30.5
MT-067,Park County,24.4,12.8,24.8,37.5,42.8,52.6,60.1,60.2,51.1,31,28.2,24.9
MT-069,Petroleum County,27.6,2.8,28.4,45.2,49.8,62.8,69.7,69,58.2,38.5,30.9,28.9
MT-071,Phillips County,22.8,-3.4,23.7,44.4,49.5,62.2,68.4,67,57.4,37.6,26.9,21.2
MT-073,Pondera County,26.7,0.1,25.3,40.8,47.6,57.5,62.7,63.2,53.1,34,28.1,27.4
MT-075,Powder River County,25.3,7.6,26.6,44.8,48.5,62.4,70.1,69.5,60.2,38,32,26.3
MT-077,Powell County,25.2,10.3,25.8,38.4,45.7,53.8,60.1,60.8,50.6,32.2,28.8,26.7
MT-079,Prairie County,22.7,0.1,24.5,44.6,48.8,62.9,69.9,68.2,59,38.6,30,24.9
MT-081,Ravalli County,25.6,17.8,26.9,38.9,46.4,53.5,60,60.8,51.4,33.3,29.9,25.7
MT-083,Richland County,18.4,-4,24.2,44.7,50.2,63.7,68.8,67.5,58.5,38.5,27.8,20.3
MT-085,Roosevelt County,17.7,-5.8,22.6,44.1,50.2,63.2,67.6,66.1,57.3,37.5,26.1,18.3
MT-087,Rosebud County,25.8,4.1,25.9,44.8,48.4,61.9,69.5,68.8,58.6,37.4,31.2,27.6
MT-089,Sanders County,26.9,16,29.5,41.1,50.9,57,63,64.5,53.8,36.3,31.1,29.6
MT-091,Sheridan County,16.3,-7.1,21.3,43.3,49.3,62.3,66.5,64.3,56.2,36.5,24.7,17.4
MT-093,Silver Bow County,24.3,14,23.8,38.5,45.4,53.6,61.2,61.2,51.9,32.3,29.8,24.8
MT-095,Stillwater County,26.4,8.8,24.3,40.6,45.1,57.1,63.6,64.4,55.1,34.8,31.2,28.7
MT-097,Sweet Grass County,28.2,10.6,24.4,40.1,44.5,56.1,62.6,63.1,54.2,34.6,31.4,29
MT-099,Teton County,27.6,1.7,25.4,40.3,46.8,56.6,62,62.6,52.4,34.2,29.2,29.7
MT-101,Toole County,26,-2.7,23.7,42.1,48.2,58.7,64.4,64.2,54.4,34.8,27.9,25.7
MT-103,Treasure County,26.9,5.1,25.7,45.7,49.4,62.5,69.7,69.3,59,37.8,32.4,28.4
MT-105,Valley County,19,-5.5,21.6,43.4,49.5,62.1,67.9,66.1,56.3,36.9,25.5,18.3
MT-107,Wheatland County,28.2,8,26.6,40.8,45.5,56.8,63.3,62.9,53.8,34.6,31.5,29.1
MT-109,Wibaux County,20.4,-1.1,23.2,43.6,47.7,62.5,68.8,67.6,57.9,37.4,28.7,23.1
MT-111,Yellowstone County,26.9,7.3,26.1,45.2,49.4,62.4,69.3,69.6,59.1,37.9,33,30.3
NE-001,Adams County,27.3,19.2,34.1,51.9,57.1,70.4,76,73,71.4,46.9,37.4,32.1
NE-003,Antelope County,22.6,13.7,30.2,48.9,54.8,68.3,74.1,70.3,68.3,44.4,33.7,27.5
NE-005,Arthur County,28.4,18.4,30,47.9,50.1,66.2,73.7,70.7,66.8,42.2,34.9,29.3
NE-007,Banner County,29.6,22.9,30.6,46.5,48.2,62.9,71.9,69.9,64.2,40,34,31.2
NE-009,Blaine County,25.9,15.3,30.9,47.9,53.2,67.1,73.7,70.3,67.5,43,34.4,30.1
NE-011,Boone County,24,15.1,31.8,49.7,55.5,68.9,74.4,71,69.3,45.2,34.8,28.6
NE-013,Box Butte County,28.6,18.5,28.9,45.5,48.2,63.2,71.4,69.7,63.4,39.1,33.6,28.8
NE-015,Boyd County,21.5,13.2,30.1,47.6,53.6,69.2,75.4,71,67.6,44.1,33.7,26.4
NE-017,Brown County,24.9,14.5,30,47.3,52.7,67.6,74.1,70.7,67.2,43.1,34.6,29.6
NE-019,Buffalo County,26.6,18.1,33.2,50.8,55.2,68.8,75.3,72.2,69.7,46.1,36.2,31.4
NE-021,Burt County,22.8,14.4,31.4,50.5,57.1,71,75.8,71.8,70.1,47.4,34.5,29.3
NE-023,Butler County,24.7,16.6,32.4,51.5,57,70.5,76.7,73.1,70.8,47.1,35.6,30.6
NE-025,Cass County,24,17.4,34,53.3,59.3,71.9,77,73.2,71.8,49.1,36.7,32
NE-027,Cedar County,20.6,12.5,30,47.2,54.4,69.7,74.5,69.9,67.6,45,33.4,26.4
NE-029,Chase County,30.5,20.7,34.7,50.2,53.3,68.2,76,73.4,70,44.9,37.2,33.2
NE-031,Cherry County,26.5,14.3,28.9,46.4,50.6,66.3,72.8,69.8,65.4,40.9,33.9,29.1
NE-033,Cheyenne County,30,21.3,32,48,49.8,64.4,73,70.8,65.8,41.4,35.8,32
NE-035,Clay County,27,19.6,34.2,52.5,57.8,70.7,76.5,72.9,71.7,47.5,37.3,32.2
NE-037,Colfax County,23.8,15.6,32.2,50.8,56.9,70.8,76,72,70.3,46.5,35.2,29.8
NE-039,Cuming County,22.5,13.5,30.7,49.7,56.3,70.5,75.3,71,69.3,46.3,34,28.5
NE-041,Custer County,26.4,17,31.8,48.7,53,67,73.8,70.6,68.2,43.9,35.1,30
NE-043,Dakota County,21.2,13.3,31,48.4,55.8,70.6,75.1,70.8,69,45.3,33.2,26.7
NE-045,Dawes County,28.9,16.2,29.5,45.4,48.6,64.3,71.9,70.3,64,39.6,34,28.9
NE-047,Dawson County,27.2,18.2,33,50.6,54.2,68.5,74.9,71.8,69.6,45.3,36.2,31.3
NE-049,Deuel County,29.5,19.8,32.1,49,50.6,65.8,74.1,71.7,67.5,42.9,35.7,31.4
NE-051,Dixon County,20.5,12.5,29.7,47.4,54.6,70,74.8,70.2,68.1,44.9,33,26.1
NE-053,Dodge County,23.6,15.1,32.3,51.4,57.4,71.4,76.5,72.4,70.6,47.6,35.2,30.2
NE-055,Douglas County,23.9,16.7,34.2,53.2,59.3,72.3,77.1,73.4,71.9,48.4,36.7,31.5
NE-057,Dundy County,31.9,22.6,35.7,51.2,54.2,68.9,76.9,74.1,70.2,45.7,37.6,33.8
NE-059,Fillmore County,25.6,19.2,34,53,58.5,71.1,76.3,72.7,71.9,48,37.4,31.8
NE-061,Franklin County,27.5,20.6,34.8,52.6,57.2,70.9,77.1,75,72.2,48.2,37.7,33
NE-063,Frontier County,29.1,20,34.2,51.4,54.6,68.7,75.8,72.8,70.8,45.9,37.4,32.8
NE-065,Furnas County,27.6,20.3,34.7,52.4,56.2,70.2,77.3,74.7,71.8,47.3,37.1,33
NE-067,Gage County,25.9,19.1,34.3,53.6,59.3,71.6,77,73.4,72.6,49.2,37.1,32.9
NE-069,Garden County,28.6,18.7,30.1,48,49.6,65.2,73.4,71,65.9,41.4,34.4,29.3
NE-071,Garfield County,24.5,15.5,31.1,47.9,52.5,66.6,73.5,71.7,68.2,43.8,34.5,28.6
NE-073,Gosper County,27.2,18.6,33.5,51.3,55.1,69.3,76,73.3,70.5,46.2,36.4,32
NE-075,Grant County,27,16.8,28.6,46.6,48.8,65.2,72.8,69.9,65.4,40.7,33.6,27.9
NE-077,Greeley County,25,16,32.1,49.4,54.6,68.1,74.5,71.3,69,44.9,34.8,28.8
NE-079,Hall County,26.6,18.2,33.5,51.3,56.8,70.2,75.9,72,70.8,46.4,37,31.7
NE-081,Hamilton County,26.6,18.3,33.7,52,57.7,70.8,76.2,72.3,71.4,47.1,37.3,32
NE-083,Harlan County,27.4,20.3,34.7,52.7,57.3,71,77.6,75.1,72,47.8,37,33
NE-085,Hayes County,29.6,20.5,34.2,50.8,53.3,68,75.3,72.3,70.1,45.3,37.1,32.9
NE-087,Hitchcock County,30.5,21.9,35.6,51.9,54.4,69.1,76.7,73.3,71,46.8,38.1,33.8
NE-089,Holt County,22.6,13.6,29.6,47.5,52.8,67.8,74,70.3,67.3,43.3,33.4,27.2
NE-091,Hooker County,26.6,15.7,29.1,46.4,49.5,65.6,72.7,69.6,65.7,41.2,33.9,28.9
NE-093,Howard County,26.3,17.3,33.2,50.9,56.2,69.7,75.9,71.9,70.2,46,36.1,30.3
NE-095,Jefferson County,27,20.2,34.9,53.9,59.8,71.5,77,73.7,73.3,49.3,37.3,32.3
NE-097,Johnson County,25,18.8,34.5,53.7,59.4,71.6,76.8,73.2,71.8,49.7,37.3,33.1
NE-099,Kearney County,26.9,19.4,33.9,51.5,56,69.7,75.7,73,70.4,46.5,36.6,32.3
NE-101,Keith County,29.4,19.5,32,49.4,51.8,67.5,74.8,71.9,68.4,43.8,35.9,31.6
NE-103,Keya Paha County,23.4,13.8,29.2,47,52,67.9,74.3,70.8,66.7,43.1,34.5,28
NE-105,Kimball County,28.7,22.4,30.7,45.8,47.6,62.5,71,69.3,63,39.7,34,30.8
NE-107,Knox County,21.5,13,30.4,47.9,54.6,69.4,74.9,70.4,67.7,44.9,33.7,26.8
NE-109,Lancaster County,25,17.8,33.9,53.2,59.2,71.9,77.1,73.4,72.4,48.8,37.1,32.5
NE-111,Lincoln County,28.5,18.7,32.4,49.7,52.8,67.3,74.3,71.3,69,44,35.9,31.5
NE-113,Logan County,27.2,16.6,31.1,48.2,52.3,66.4,73.3,70,67.5,42.6,34.5,30
NE-115,Loup County,24.8,15.3,30.9,47.8,52.4,66.6,73.5,70.9,67.7,43.4,34.4,29.1
NE-117,McPherson County,27.7,17.2,30.4,47.8,50.9,66.1,73.3,70.2,67,42.3,34.5,29.8
NE-119,Madison County,23,14.4,31.2,49.4,55.9,69.4,74.4,70.8,69.2,45.2,34.5,28.3
NE-121,Merrick County,26,17.1,33.4,51.8,57.8,71.1,76.4,72.4,71.4,47,36.8,31
